98890783;MPG1;ALPHA3 32-40 180 1x230V 50Hz 6H;383
98890855;MPG1;ALPHA3 32-40 N 180 1x230V 50Hz 6H;766
98890784;MPG1;ALPHA3 32-50 180 1x230V 50Hz 6H;421
98890856;MPG1;ALPHA3 32-50 N 180 1x230V 50Hz 6H;842
98890785;MPG1;ALPHA3 32-60 180 1x230V 50Hz 6H;440
98890858;MPG1;ALPHA3 32-60 N 180 1x230V 50Hz 6H;880
98890786;MPG1;ALPHA3 32-80 180 1x230V 50Hz 6H;551
98890859;MPG1;ALPHA3 32-80 N 180 1x230V 50Hz 6H;1102
98991645;MPG30;Analog sevIye sensOrU                                 ;448
96421451;MPG7;Anode strIng for MMS 12000;407
96835726;MPG41;APG.50.48.3    3x400V 10m, w.moIst.se;5618
96835728;MPG41;APG.50.65.3    3x400V 10m, w.moIst.se;5618
96835731;MPG41;APG.50.92.3    3x400V 10m, w.moIst.se;6259
96537655;MPG7;Array/array conduIt for GF 55C, GF 65;71
96475068;MPG7;"Auger/anchor 48"" 4pc.";167
96090994;MPG42;Auto couplIng DN100 cpl.;668
96102240;MPG42;Auto couplIng DN100/80 cpl.;700
96102241;MPG42;Auto couplIng DN150/100 cpl.;1119
96090995;MPG42;"Auto couplIng DN150/2"" cpl.";1019
97695489;MPG42;"Auto couplIng DN150/3"" cpl.";1011
96090993;MPG42;Auto couplIng DN80 cpl.;405
96102238;MPG42;Auto couplIng DN80/65 cpl.;404
96090114;MPG42;Auto-couplIng , DN 125/DN 150, StaInless steel;6101
96090118;MPG42;Auto-couplIng , DN 200/DN 200, StaInless steel;13280
96255838;MPG42;Auto-couplIng , DN 250, Cast Iron;2847
96090131;MPG42;Auto-couplIng , DN 250/DN 250, StaInless steel;13919
96255839;MPG42;Auto-couplIng , DN 300, Cast Iron;4842
96255840;MPG42;Auto-couplIng , DN 500, Cast Iron;8897
96255841;MPG42;Auto-couplIng , DN 600, Cast Iron;11230
96076063;MPG42;AutocouplIng cpl. DN40 f. SEG;181
96090104;MPG42;AutocouplIng DN100 1.0-4.5kW;3622
96094503;MPG42;AutocouplIng DN100 1.0-4.5kW;479
96090124;MPG42;AutocouplIng DN100 14.0-18.0kW;5806
96094505;MPG42;AutocouplIng DN100 5.5-13.0kW;479
96090111;MPG42;Auto-couplIng DN100 5.5-13.0kW;3622
96094506;MPG42;AutocouplIng DN125 7.5-18.0kW;2949
96094510;MPG42;AutocouplIng DN250 14.0-18.0kW;5994
96094508;MPG42;AutocouplIng DN80 15.0-21.0kW;1920
